candidate_oracle_evidence_id,candidate_oracle_label,candidate_oracle_score,extraction_oracle_evidence_id,extraction_oracle_label,extraction_oracle_score,fact_id,loss_stage,mode,source_doc_id,source_oracle_evidence_id,source_oracle_label,source_oracle_score,top10_label,top1_label,top3_label,top5_label
"9,10-anthraquinone-2,7-disulfonic acid (AQDS)|capacity fade rate",UNSUPPORTED,0.2222,"9,10-anthraquinone-2,7-disulfonic acid (AQDS)|capacity fade rate",UNSUPPORTED,0.2222,DOC09-FACT-009,retrieved,hyper_base,DOC09,chunk-hyperrag-DOC09,PARTIALLY_SUPPORTED,0.6667,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
"Nafion 117 membrane|TEMPO (2,2,6,6-tetramethylpiperidine-1-oxyl)",UNSUPPORTED,0.375,"Nafion 117 membrane|TEMPO (2,2,6,6-tetramethylpiperidine-1-oxyl)",UNSUPPORTED,0.375,DOC09-FACT-010,retrieved,hyper_base,DOC09,chunk-hyperrag-DOC09,PARTIALLY_SUPPORTED,0.625,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
"Nafion 117 membrane|TEMPO (2,2,6,6-tetramethylpiperidine-1-oxyl)",UNSUPPORTED,0.2857,"Nafion 117 membrane|TEMPO (2,2,6,6-tetramethylpiperidine-1-oxyl)",UNSUPPORTED,0.2857,DOC09-FACT-011,retrieved,hyper_base,DOC09,chunk-hyperrag-DOC09,PARTIALLY_SUPPORTED,0.5714,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
"TEMPO (2,2,6,6-tetramethylpiperidine-1-oxyl)|water content",UNSUPPORTED,0.4286,"TEMPO (2,2,6,6-tetramethylpiperidine-1-oxyl)|water content",UNSUPPORTED,0.4286,DOC09-FACT-012,retrieved,hyper_base,DOC09,chunk-hyperrag-DOC09,UNSUPPORTED,0.4286,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
"Quinone|TEMPO (2,2,6,6-tetramethylpiperidine-1-oxyl)|Viologen",UNSUPPORTED,0.4,"Quinone|TEMPO (2,2,6,6-tetramethylpiperidine-1-oxyl)|Viologen",UNSUPPORTED,0.4,DOC09-FACT-013,retrieved,hyper_base,DOC09,chunk-hyperrag-DOC09,PARTIALLY_SUPPORTED,0.6,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
"Quinone|TEMPO (2,2,6,6-tetramethylpiperidine-1-oxyl)|Viologen",UNSUPPORTED,0.1429,Methyl viologen (MV)|Nafion 117 membrane,UNSUPPORTED,0.1429,DOC09-FACT-014,retrieved,hyper_base,DOC09,chunk-hyperrag-DOC09,PARTIALLY_SUPPORTED,0.5714,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Methyl viologen (MV)|Nafion 117 membrane,UNSUPPORTED,0.4286,Methyl viologen (MV)|Nafion 117 membrane,UNSUPPORTED,0.4286,DOC09-FACT-015,retrieved,hyper_base,DOC09,chunk-hyperrag-DOC09,UNSUPPORTED,0.4286,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
All-Vanadium Redox Flow Battery (VRFB)|energy efficiency (EE),UNSUPPORTED,0.25,All-Vanadium Redox Flow Battery (VRFB)|Nafion 117,UNSUPPORTED,0.25,DOC10-FACT-001,retrieved,hyper_base,DOC10,chunk-hyperrag-DOC10,UNSUPPORTED,0.375,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Bi3+ additive|Iron-Chromium Redox Flow Battery (ICRFB),UNSUPPORTED,0.3333,Bi3+ additive|Iron-Chromium Redox Flow Battery (ICRFB),UNSUPPORTED,0.3333,DOC10-FACT-002,retrieved,hyper_base,DOC10,chunk-hyperrag-DOC10,UNSUPPORTED,0.4444,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
20 mA/cm2|40 mA/cm2|60 mA/cm2|80 mA/cm2,UNSUPPORTED,0.0,Zinc-Bromine Flow Battery (Zn-Br)|Zn-Br with microporous separator: bromine crossover rate 1.8 x 10^-6 cm2/s,UNSUPPORTED,0.125,DOC10-FACT-003,candidate_recall,hyper_base,DOC10,chunk-hyperrag-DOC10,UNSUPPORTED,0.25,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
All-Vanadium Redox Flow Battery (VRFB)|Iron-Chromium Redox Flow Battery (ICRFB)|Organic Redox Flow Battery (ORFB)|Soluble Lead-Acid Flow Battery (SLA)|Zinc-Bromine Flow Battery (Zn-Br),UNSUPPORTED,0.125,Soluble Lead-Acid Flow Battery (SLA)|parallel channel flow field,UNSUPPORTED,0.125,DOC10-FACT-004,retrieved,hyper_base,DOC10,chunk-hyperrag-DOC10,UNSUPPORTED,0.125,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
ORFB with AQDS/TEMPO: EE of 80% at 100 mA/cm2|Organic Redox Flow Battery (ORFB),UNSUPPORTED,0.125,Organic Redox Flow Battery (ORFB)|interdigitated flow field,UNSUPPORTED,0.125,DOC10-FACT-005,retrieved,hyper_base,DOC10,chunk-hyperrag-DOC10,UNSUPPORTED,0.25,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
All-Vanadium Redox Flow Battery (VRFB)|Iron-Chromium Redox Flow Battery (ICRFB)|Organic Redox Flow Battery (ORFB)|Soluble Lead-Acid Flow Battery (SLA)|Zinc-Bromine Flow Battery (Zn-Br)|universally transferable design rule: membrane selectivity above 95%,PARTIALLY_SUPPORTED,0.5,All-Vanadium Redox Flow Battery (VRFB)|Iron-Chromium Redox Flow Battery (ICRFB)|Organic Redox Flow Battery (ORFB)|Soluble Lead-Acid Flow Battery (SLA)|Zinc-Bromine Flow Battery (Zn-Br)|universally transferable design rule: membrane selectivity above 95%,PARTIALLY_SUPPORTED,0.5,DOC10-FACT-006,retrieved,hyper_base,DOC10,chunk-hyperrag-DOC10,PARTIALLY_SUPPORTED,0.625,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
Nafion 117|Nafion 212|capacity fade rate of Nafion 117 at 100 mA/cm2 and 25 C|capacity fade rate of Nafion 212 at 100 mA/cm2 and 25 C|vanadium crossover,UNSUPPORTED,0.25,All-Vanadium Redox Flow Battery (VRFB)|Nafion 117,UNSUPPORTED,0.25,DOC10-FACT-007,retrieved,hyper_base,DOC10,chunk-hyperrag-DOC10,PARTIALLY_SUPPORTED,0.5,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
All-Vanadium Redox Flow Battery (VRFB)|Iron-Chromium Redox Flow Battery (ICRFB)|Organic Redox Flow Battery (ORFB)|Soluble Lead-Acid Flow Battery (SLA)|Zinc-Bromine Flow Battery (Zn-Br)|carbon felt|thermal treatment of carbon felt at 400-500 C,PARTIALLY_SUPPORTED,0.625,All-Vanadium Redox Flow Battery (VRFB)|Iron-Chromium Redox Flow Battery (ICRFB)|Organic Redox Flow Battery (ORFB)|Soluble Lead-Acid Flow Battery (SLA)|Zinc-Bromine Flow Battery (Zn-Br)|carbon felt|thermal treatment of carbon felt at 400-500 C,PARTIALLY_SUPPORTED,0.625,DOC10-FACT-008,retrieved,hyper_base,DOC10,chunk-hyperrag-DOC10,PARTIALLY_SUPPORTED,0.75,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
Bi3+ additive|Iron-Chromium Redox Flow Battery (ICRFB),PARTIALLY_SUPPORTED,0.5,Bi3+ additive|Iron-Chromium Redox Flow Battery (ICRFB),PARTIALLY_SUPPORTED,0.5,DOC10-FACT-009,retrieved,hyper_base,DOC10,chunk-hyperrag-DOC10,PARTIALLY_SUPPORTED,0.5,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
All-Vanadium Redox Flow Battery (VRFB)|Iron-Chromium Redox Flow Battery (ICRFB)|Organic Redox Flow Battery (ORFB)|Soluble Lead-Acid Flow Battery (SLA)|Zinc-Bromine Flow Battery (Zn-Br)|universally transferable design rule: membrane selectivity above 95%,UNSUPPORTED,0.2727,All-Vanadium Redox Flow Battery (VRFB)|Iron-Chromium Redox Flow Battery (ICRFB)|Organic Redox Flow Battery (ORFB)|Soluble Lead-Acid Flow Battery (SLA)|Zinc-Bromine Flow Battery (Zn-Br)|universally transferable design rule: membrane selectivity above 95%,UNSUPPORTED,0.2727,DOC10-FACT-010,retrieved,hyper_base,DOC10,chunk-hyperrag-DOC10,PARTIALLY_SUPPORTED,0.4545,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
All-Vanadium Redox Flow Battery (VRFB)|Iron-Chromium Redox Flow Battery (ICRFB)|Organic Redox Flow Battery (ORFB)|Soluble Lead-Acid Flow Battery (SLA)|Zinc-Bromine Flow Battery (Zn-Br),PARTIALLY_SUPPORTED,0.8,All-Vanadium Redox Flow Battery (VRFB)|Iron-Chromium Redox Flow Battery (ICRFB)|Organic Redox Flow Battery (ORFB)|Soluble Lead-Acid Flow Battery (SLA)|Zinc-Bromine Flow Battery (Zn-Br)|universally transferable design rule: membrane selectivity above 95%,PARTIALLY_SUPPORTED,0.8,DOC10-FACT-011,retrieved,hyper_base,DOC10,chunk-hyperrag-DOC10,PARTIALLY_SUPPORTED,0.8,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
All-Vanadium Redox Flow Battery (VRFB)|Iron-Chromium Redox Flow Battery (ICRFB)|Organic Redox Flow Battery (ORFB)|Soluble Lead-Acid Flow Battery (SLA)|Zinc-Bromine Flow Battery (Zn-Br)|universally transferable design rule: membrane selectivity above 95%,PARTIALLY_SUPPORTED,0.5714,All-Vanadium Redox Flow Battery (VRFB)|Iron-Chromium Redox Flow Battery (ICRFB)|Organic Redox Flow Battery (ORFB)|Soluble Lead-Acid Flow Battery (SLA)|Zinc-Bromine Flow Battery (Zn-Br)|universally transferable design rule: membrane selectivity above 95%,PARTIALLY_SUPPORTED,0.5714,DOC10-FACT-012,retrieved,hyper_base,DOC10,chunk-hyperrag-DOC10,PARTIALLY_SUPPORTED,0.7143,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
All-Vanadium Redox Flow Battery (VRFB)|Iron-Chromium Redox Flow Battery (ICRFB)|Organic Redox Flow Battery (ORFB)|Soluble Lead-Acid Flow Battery (SLA)|Zinc-Bromine Flow Battery (Zn-Br)|universally transferable design rule: membrane selectivity above 95%,PARTIALLY_SUPPORTED,0.8,All-Vanadium Redox Flow Battery (VRFB)|Iron-Chromium Redox Flow Battery (ICRFB)|Organic Redox Flow Battery (ORFB)|Soluble Lead-Acid Flow Battery (SLA)|Zinc-Bromine Flow Battery (Zn-Br)|universally transferable design rule: membrane selectivity above 95%,PARTIALLY_SUPPORTED,0.8,DOC10-FACT-013,retrieved,hyper_base,DOC10,chunk-hyperrag-DOC10,PARTIALLY_SUPPORTED,0.8,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED
All-Vanadium Redox Flow Battery (VRFB)|Iron-Chromium Redox Flow Battery (ICRFB)|Organic Redox Flow Battery (ORFB)|Soluble Lead-Acid Flow Battery (SLA)|Zinc-Bromine Flow Battery (Zn-Br)|universally transferable design rule: membrane selectivity above 95%,UNSUPPORTED,0.3333,Bi3+ additive|Iron-Chromium Redox Flow Battery (ICRFB),UNSUPPORTED,0.3333,DOC10-FACT-014,retrieved,hyper_base,DOC10,chunk-hyperrag-DOC10,PARTIALLY_SUPPORTED,0.8333,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
All-Vanadium Redox Flow Battery (VRFB)|Iron-Chromium Redox Flow Battery (ICRFB)|Organic Redox Flow Battery (ORFB)|Soluble Lead-Acid Flow Battery (SLA)|Zinc-Bromine Flow Battery (Zn-Br),UNSUPPORTED,0.3333,All-Vanadium Redox Flow Battery (VRFB)|Iron-Chromium Redox Flow Battery (ICRFB)|Organic Redox Flow Battery (ORFB)|Soluble Lead-Acid Flow Battery (SLA)|Zinc-Bromine Flow Battery (Zn-Br)|universally transferable design rule: membrane selectivity above 95%,UNSUPPORTED,0.3333,DOC10-FACT-015,retrieved,hyper_base,DOC10,chunk-hyperrag-DOC10,UNSUPPORTED,0.3333,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
BMC-C electrode|C-C electrode|MC-C electrode|contact angle of 102 deg|contact angle of 130.4 deg|contact angle of 92.8 deg,UNSUPPORTED,0.0909,Nafion 117 membrane|Vanadium redox flow batteries (VRFBs),UNSUPPORTED,0.0909,DOC03-FACT-011,rerank_or_topk,hyper_base,DOC03,chunk-hyperrag-DOC03,UNSUPPORTED,0.3636,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Nafion 117 membrane|VOSO4·xH2O|graphite composite bipolar plate with serpentine flow fields|graphite felt electrode (SGL Carbon GFD 4.6 EA)|sulfuric acid,UNSUPPORTED,0.1429,Nafion 117 membrane|Vanadium redox flow batteries (VRFBs),UNSUPPORTED,0.1429,DOC03-FACT-012,rerank_or_topk,hyper_base,DOC03,chunk-hyperrag-DOC03,PARTIALLY_SUPPORTED,0.5714,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
BMC-C electrode|C-C electrode|MC-C electrode|contact angle of 102 deg|contact angle of 130.4 deg|contact angle of 92.8 deg,UNSUPPORTED,0.1429,Nafion 117 membrane|Vanadium redox flow batteries (VRFBs),UNSUPPORTED,0.1429,DOC03-FACT-013,retrieved,hyper_base,DOC03,chunk-hyperrag-DOC03,UNSUPPORTED,0.4286,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
CE of Nafion 117 at 100 mA/cm2 and 25 C|CE of Nafion 212 at 100 mA/cm2 and 25 C|EE of Nafion 117 at 100 mA/cm2 and 25 C|EE of Nafion 212 at 100 mA/cm2 and 25 C|Nafion 117|Nafion 212|VE of Nafion 117 at 100 mA/cm2 and 25 C|VE of Nafion 212 at 100 mA/cm2 and 25 C|current density of 100 mA/cm2|temperature 25 C,UNSUPPORTED,0.0769,Nafion 117 membrane|Vanadium redox flow batteries (VRFBs),UNSUPPORTED,0.0769,DOC03-FACT-014,rerank_or_topk,hyper_base,DOC03,chunk-hyperrag-DOC03,UNSUPPORTED,0.2308,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
BMC-C electrode|C-C electrode|MC-C electrode|contact angle of 102 deg|contact angle of 130.4 deg|contact angle of 92.8 deg,UNSUPPORTED,0.1667,Nafion 117 membrane|Vanadium redox flow batteries (VRFBs),UNSUPPORTED,0.1667,DOC03-FACT-015,retrieved,hyper_base,DOC03,chunk-hyperrag-DOC03,PARTIALLY_SUPPORTED,0.5,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Gross energy efficiency range|Net energy efficiency range,UNSUPPORTED,0.2857,Pumping losses|Viscosity,UNSUPPORTED,0.2857,DOC04-FACT-011,retrieved,hyper_base,DOC04,chunk-hyperrag-DOC04,PARTIALLY_SUPPORTED,0.5714,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Vanadium electrolytes|Vanadium redox flow batteries (VRFBs),UNSUPPORTED,0.2857,Vanadium electrolytes|Vanadium redox flow batteries (VRFBs),UNSUPPORTED,0.2857,DOC04-FACT-012,retrieved,hyper_base,DOC04,chunk-hyperrag-DOC04,UNSUPPORTED,0.4286,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Nafion 117|vanadium redox flow battery,UNSUPPORTED,0.25,Nafion 117 membrane|Vanadium redox flow batteries (VRFBs),UNSUPPORTED,0.25,DOC04-FACT-013,rerank_or_topk,hyper_base,DOC04,chunk-hyperrag-DOC04,PARTIALLY_SUPPORTED,0.5,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Concentration polarization|Mass transfer coefficient,UNSUPPORTED,0.2,Nafion 117 membrane|Vanadium redox flow batteries (VRFBs),UNSUPPORTED,0.2,DOC04-FACT-014,retrieved,hyper_base,DOC04,chunk-hyperrag-DOC04,PARTIALLY_SUPPORTED,0.8,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Vanadium electrolytes|Vanadium redox flow batteries (VRFBs),UNSUPPORTED,0.3333,Vanadium electrolytes|Vanadium redox flow batteries (VRFBs),UNSUPPORTED,0.3333,DOC04-FACT-015,retrieved,hyper_base,DOC04,chunk-hyperrag-DOC04,PARTIALLY_SUPPORTED,0.5,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Nafion 117|Nafion 212|area resistance of Nafion 117 at 25 C|area resistance of Nafion 117 at 40 C|area resistance of Nafion 212 at 25 C|area resistance of Nafion 212 at 40 C|temperature 40 C,UNSUPPORTED,0.2,Nafion 117 membrane|VRFB,UNSUPPORTED,0.2,DOC05-FACT-009,retrieved,hyper_base,DOC05,chunk-hyperrag-DOC05,UNSUPPORTED,0.3,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
capacity fading|hydrogen evolution reaction (HER)|precipitation of V(V) species as V2O5|state-of-charge (SOC) imbalance|vanadium ion crossover,UNSUPPORTED,0.375,capacity fading|hydrogen evolution reaction (HER)|precipitation of V(V) species as V2O5|state-of-charge (SOC) imbalance|vanadium ion crossover,UNSUPPORTED,0.375,DOC05-FACT-010,retrieved,hyper_base,DOC05,chunk-hyperrag-DOC05,PARTIALLY_SUPPORTED,0.5,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
CE of Nafion 117 at 100 mA/cm2 and 25 C|CE of Nafion 212 at 100 mA/cm2 and 25 C|EE of Nafion 117 at 100 mA/cm2 and 25 C|EE of Nafion 212 at 100 mA/cm2 and 25 C|Nafion 117|Nafion 212|VE of Nafion 117 at 100 mA/cm2 and 25 C|VE of Nafion 212 at 100 mA/cm2 and 25 C|current density of 100 mA/cm2|temperature 25 C,UNSUPPORTED,0.1818,Nafion 117 membrane|VRFB,UNSUPPORTED,0.1818,DOC05-FACT-011,rerank_or_topk,hyper_base,DOC05,chunk-hyperrag-DOC05,UNSUPPORTED,0.2727,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Nafion 117|Nafion 212|area resistance of Nafion 117 at 25 C|area resistance of Nafion 117 at 40 C|area resistance of Nafion 212 at 25 C|area resistance of Nafion 212 at 40 C|temperature 40 C,UNSUPPORTED,0.2,Nafion 117 membrane|VRFB,UNSUPPORTED,0.2,DOC05-FACT-012,retrieved,hyper_base,DOC05,chunk-hyperrag-DOC05,UNSUPPORTED,0.3,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
capacity fading|hydrogen evolution reaction (HER)|precipitation of V(V) species as V2O5|state-of-charge (SOC) imbalance|vanadium ion crossover,UNSUPPORTED,0.3333,Nafion 117 membrane|VRFB,UNSUPPORTED,0.3333,DOC05-FACT-013,retrieved,hyper_base,DOC05,chunk-hyperrag-DOC05,PARTIALLY_SUPPORTED,0.6667,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Coulombic efficiency (CE)|baseline cell (without Bi3+)|current density|energy efficiency (EE)|iron-chromium redox flow battery (ICRFB)|voltage efficiency (VE),UNSUPPORTED,0.1,Bi3+ ions|underpotential deposition (UPD) of bismuth,UNSUPPORTED,0.1,DOC06-FACT-009,retrieved,hyper_base,DOC06,chunk-hyperrag-DOC06,UNSUPPORTED,0.3,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Bi3+ ions|graphite felt electrode|metallic bismuth (Bi0)|underpotential deposition (UPD) of bismuth,UNSUPPORTED,0.25,Bi3+ ions|underpotential deposition (UPD) of bismuth,UNSUPPORTED,0.25,DOC06-FACT-010,retrieved,hyper_base,DOC06,chunk-hyperrag-DOC06,PARTIALLY_SUPPORTED,0.5,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Bi3+ ions|graphite felt electrode|metallic bismuth (Bi0)|underpotential deposition (UPD) of bismuth,UNSUPPORTED,0.2,Bi3+ ions|underpotential deposition (UPD) of bismuth,UNSUPPORTED,0.2,DOC06-FACT-011,rerank_or_topk,hyper_base,DOC06,chunk-hyperrag-DOC06,UNSUPPORTED,0.4,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Coulombic efficiency (CE)|baseline cell (without Bi3+)|current density|energy efficiency (EE)|iron-chromium redox flow battery (ICRFB)|voltage efficiency (VE),UNSUPPORTED,0.1111,Bi3+ ions|underpotential deposition (UPD) of bismuth,UNSUPPORTED,0.1111,DOC06-FACT-012,rerank_or_topk,hyper_base,DOC06,chunk-hyperrag-DOC06,UNSUPPORTED,0.2222,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
iron-chromium redox flow battery (ICRFB)|negative electrolyte,UNSUPPORTED,0.25,Bi3+ ions|underpotential deposition (UPD) of bismuth,UNSUPPORTED,0.25,DOC06-FACT-013,retrieved,hyper_base,DOC06,chunk-hyperrag-DOC06,PARTIALLY_SUPPORTED,0.5,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
20 mA/cm2|40 mA/cm2|60 mA/cm2|80 mA/cm2,UNSUPPORTED,0.1818,20 mA/cm2|40 mA/cm2|60 mA/cm2|80 mA/cm2,UNSUPPORTED,0.1818,DOC07-FACT-013,retrieved,hyper_base,DOC07,chunk-hyperrag-DOC07,UNSUPPORTED,0.2727,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
20 mA/cm2|40 mA/cm2|60 mA/cm2|80 mA/cm2,UNSUPPORTED,0.2222,20 mA/cm2|40 mA/cm2|60 mA/cm2|80 mA/cm2,UNSUPPORTED,0.2222,DOC07-FACT-014,retrieved,hyper_base,DOC07,chunk-hyperrag-DOC07,UNSUPPORTED,0.2222,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
20 mA/cm2|40 mA/cm2|60 mA/cm2|80 mA/cm2,UNSUPPORTED,0.2,Zinc dendrite growth|Zinc-bromine flow battery (ZBFB),UNSUPPORTED,0.2,DOC07-FACT-015,retrieved,hyper_base,DOC07,chunk-hyperrag-DOC07,UNSUPPORTED,0.3,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Bromine crossover|Internal short circuits|Self-discharge|Zinc dendrite growth,UNSUPPORTED,0.25,Bromine crossover|Internal short circuits|Self-discharge|Zinc dendrite growth,UNSUPPORTED,0.25,DOC07-FACT-016,retrieved,hyper_base,DOC07,chunk-hyperrag-DOC07,UNSUPPORTED,0.3333,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Bromine crossover|MEP concentration,UNSUPPORTED,0.1818,Bromine crossover|Zinc-bromine flow battery (ZBFB),UNSUPPORTED,0.1818,DOC07-FACT-017,retrieved,hyper_base,DOC07,chunk-hyperrag-DOC07,UNSUPPORTED,0.2727,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
PbO2 passivation|cycle life limitations|oxygen evolution,UNSUPPORTED,0.2308,PbO2 passivation|cycle life limitations|oxygen evolution,UNSUPPORTED,0.2308,DOC08-FACT-013,retrieved,hyper_base,DOC08,chunk-hyperrag-DOC08,UNSUPPORTED,0.3846,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
PbO2 passivation|cycle life limitations|oxygen evolution,UNSUPPORTED,0.2143,PbO2 passivation|cycle life limitations|oxygen evolution,UNSUPPORTED,0.2143,DOC08-FACT-014,retrieved,hyper_base,DOC08,chunk-hyperrag-DOC08,UNSUPPORTED,0.3571,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
PbO2 passivation|Soluble lead-acid flow batteries,UNSUPPORTED,0.25,PbO2 passivation|Soluble lead-acid flow batteries,UNSUPPORTED,0.25,DOC08-FACT-015,retrieved,hyper_base,DOC08,chunk-hyperrag-DOC08,UNSUPPORTED,0.375,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
PbO2 passivation|cycle life limitations|oxygen evolution,UNSUPPORTED,0.375,PbO2 passivation|cycle life limitations|oxygen evolution,UNSUPPORTED,0.375,DOC08-FACT-016,retrieved,hyper_base,DOC08,chunk-hyperrag-DOC08,PARTIALLY_SUPPORTED,0.625,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
PbO2 passivation|Soluble lead-acid flow batteries,UNSUPPORTED,0.3333,PbO2 passivation|Soluble lead-acid flow batteries,UNSUPPORTED,0.3333,DOC08-FACT-017,rerank_or_topk,hyper_base,DOC08,chunk-hyperrag-DOC08,UNSUPPORTED,0.3333,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
"9,10-anthraquinone-2,7-disulfonic acid (AQDS)|Nafion 117 membrane",UNSUPPORTED,0.3333,"9,10-anthraquinone-2,7-disulfonic acid (AQDS)|Nafion 117 membrane",UNSUPPORTED,0.3333,DOC09-FACT-016,retrieved,hyper_base,DOC09,chunk-hyperrag-DOC09,PARTIALLY_SUPPORTED,0.6667,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
"Quinone|TEMPO (2,2,6,6-tetramethylpiperidine-1-oxyl)|Viologen",UNSUPPORTED,0.4444,"Quinone|TEMPO (2,2,6,6-tetramethylpiperidine-1-oxyl)|Viologen",UNSUPPORTED,0.4444,DOC09-FACT-017,retrieved,hyper_base,DOC09,chunk-hyperrag-DOC09,PARTIALLY_SUPPORTED,0.6667,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
"TEMPO (2,2,6,6-tetramethylpiperidine-1-oxyl)|capacity fade rate",UNSUPPORTED,0.125,"Nafion 117 membrane|TEMPO (2,2,6,6-tetramethylpiperidine-1-oxyl)",UNSUPPORTED,0.125,DOC09-FACT-018,retrieved,hyper_base,DOC09,chunk-hyperrag-DOC09,UNSUPPORTED,0.375,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Methyl viologen (MV)|capacity fade rate,UNSUPPORTED,0.2857,Methyl viologen (MV)|capacity fade rate,UNSUPPORTED,0.2857,DOC09-FACT-019,retrieved,hyper_base,DOC09,chunk-hyperrag-DOC09,PARTIALLY_SUPPORTED,0.7143,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
Nafion 117|Nafion 212|capacity fade rate of Nafion 117 at 100 mA/cm2 and 25 C|capacity fade rate of Nafion 212 at 100 mA/cm2 and 25 C|vanadium crossover,UNSUPPORTED,0.1111,"Nafion 117 membrane|TEMPO (2,2,6,6-tetramethylpiperidine-1-oxyl)",UNSUPPORTED,0.2222,DOC09-FACT-020,retrieved,hyper_base,DOC09,chunk-hyperrag-DOC09,UNSUPPORTED,0.4444,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED,UNSUPPORTED
